comparison,stratum,species,feature,study,group1,group0,n_group1,n_group0,mean_group1,mean_group0,sd_group1,sd_group0,hedges_g,variance,se
CRC_vs_Control,Female,Streptococcus thermophilus,rCLR_Streptococcus thermophilus,ThomasAM_2018a,CRC,Control,6,11,0.0,-0.10187672532281206,0.0,0.33788687276586615,0.35049780482250675,0.26167071461527075,0.5115375984375643
CRC_vs_Control,Female,Streptococcus thermophilus,rCLR_Streptococcus thermophilus,ThomasAM_2018b,CRC,Control,9,12,0.3634604625822674,-0.9630101602236114,1.2389528298510526,2.2842536194016096,0.664973111426889,0.20608100336341176,0.45396145581250813
CRC_vs_Control,Female,Streptococcus thermophilus,rCLR_Streptococcus thermophilus,ThomasAM_2019_c,CRC,Control,19,16,-0.811102661367057,-0.05855863168835913,1.3358158348536813,0.8953020789717228,-0.6357667713922867,0.12125581209292254,0.34821805250865806
CRC_vs_Control,Female,Streptococcus thermophilus,rCLR_Streptococcus thermophilus,VogtmannE_2016,CRC,Control,15,15,0.0,-0.19668671754972428,0.0,0.8039692056652769,0.3366288959807751,0.13535688714778396,0.3679088027593033
CRC_vs_Control,Female,Streptococcus thermophilus,rCLR_Streptococcus thermophilus,WirbelJ_2018,CRC,Control,24,28,-0.8341609651739098,-0.8396394796865048,1.8903876278434304,1.4919448381971117,0.0031986127115808567,0.07738105469218517,0.27817450402972804
CRC_vs_Control,Female,Streptococcus thermophilus,rCLR_Streptococcus thermophilus,YachidaS_2019,CRC,Control,97,115,-0.8658022194523392,-0.37377299965747945,1.360676247866975,0.9833632095078401,-0.41866462391824694,0.019422264018049,0.13936378302144714
CRC_vs_Control,Female,Streptococcus thermophilus,rCLR_Streptococcus thermophilus,YuJ_2015,CRC,Control,26,21,-0.17023248462305426,0.0,0.8680187609403373,0.0,-0.2587076168682187,0.08682424864753756,0.29465954701576796
CRC_vs_Control,Female,Streptococcus thermophilus,rCLR_Streptococcus thermophilus,ZellerG_2014,CRC,Control,24,33,0.25737142051400713,0.04579626021040082,1.4995083007098038,1.9498018693642858,0.1175349401737619,0.07209528298934834,0.26850564796545406
CRC_vs_Control,Female,Eubacterium ramulus,rCLR_Eubacterium ramulus,FengQ_2015,CRC,Control,18,25,-0.4487182858411821,0.10216427072483462,1.7490183447383414,1.2455836668024207,-0.3665257826063369,0.09719386225452127,0.31175930179310013
CRC_vs_Control,Female,Eubacterium ramulus,rCLR_Eubacterium ramulus,HanniganGD_2017,CRC,Control,7,17,-0.24467304367351037,-0.7623546167150564,0.6032916077303786,1.0644730534544444,0.5201668314153071,0.20783007073492213,0.4558838346935786
CRC_vs_Control,Female,Eubacterium ramulus,rCLR_Eubacterium ramulus,ThomasAM_2018a,CRC,Control,6,11,-0.10075304388813411,-1.3052773891208587,0.24679354755816788,1.4832070313649872,0.9375837502247248,0.2868778671986062,0.5356098087214294
CRC_vs_Control,Female,Eubacterium ramulus,rCLR_Eubacterium ramulus,ThomasAM_2018b,CRC,Control,9,12,-0.12390637635213952,-0.713746431243638,0.7944399811528352,1.1795598287665665,0.5470875476562123,0.20232088614972046,0.44980094058341014
CRC_vs_Control,Female,Eubacterium ramulus,rCLR_Eubacterium ramulus,ThomasAM_2019_c,CRC,Control,19,16,-0.5867221407745319,-0.35597754611340293,1.1714726956235477,0.8430020531398111,-0.21780027658732554,0.11585032077284592,0.34036791971754027
CRC_vs_Control,Female,Eubacterium ramulus,rCLR_Eubacterium ramulus,VogtmannE_2016,CRC,Control,15,15,-0.5141682113781578,-0.34502418449489686,0.9561495497092738,0.7318442159210041,-0.19329281413528182,0.13400051390469647,0.36606080629411347
CRC_vs_Control,Female,Eubacterium ramulus,rCLR_Eubacterium ramulus,WirbelJ_2018,CRC,Control,24,28,-0.04255024372919745,-0.7694988097305384,1.072325710395444,1.1430838006339736,0.6444000026700979,0.08153346601536461,0.28554065562606773
CRC_vs_Control,Female,Eubacterium ramulus,rCLR_Eubacterium ramulus,YachidaS_2019,CRC,Control,97,115,-0.5234379746274604,-0.5911189092999577,1.030736463600136,0.9645999495461328,0.06775199796593576,0.019015859889257976,0.13789800538534985
CRC_vs_Control,Female,Eubacterium ramulus,rCLR_Eubacterium ramulus,YuJ_2015,CRC,Control,26,21,-0.7041035002063221,-0.7330428061489698,1.260204929881017,0.7173569921297763,0.02699547731347531,0.08608868336720144,0.2934087308980451
CRC_vs_Control,Female,Eubacterium ramulus,rCLR_Eubacterium ramulus,ZellerG_2014,CRC,Control,24,33,-0.14605971365187173,0.043388371653936164,1.0253977473535718,0.8917160985699404,-0.1967057458971284,0.07232145288305103,0.2689264823014852
CRC_vs_Control,Female,Bifidobacterium adolescentis,rCLR_Bifidobacterium adolescentis,FengQ_2015,CRC,Control,18,25,0.6061757910279018,0.5324032010401268,2.210595491684301,3.102670518394638,0.026162369585248563,0.0955639027455838,0.3091341177314206
CRC_vs_Control,Female,Bifidobacterium adolescentis,rCLR_Bifidobacterium adolescentis,HanniganGD_2017,CRC,Control,7,17,-0.270709660178949,0.4201189426494137,1.5693467377619004,1.3152981344462091,-0.48013768569329085,0.20692004038761005,0.4548846451438101
CRC_vs_Control,Female,Bifidobacterium adolescentis,rCLR_Bifidobacterium adolescentis,ThomasAM_2018a,CRC,Control,6,11,0.25701183642139985,1.5750767716952923,0.4070141362436037,1.3472057596937776,-1.1122283510173436,0.2988108210693162,0.5466359127145931
CRC_vs_Control,Female,Bifidobacterium adolescentis,rCLR_Bifidobacterium adolescentis,ThomasAM_2018b,CRC,Control,9,12,0.9450478091170795,1.757037119474112,1.9706899160999414,1.7425396315980786,-0.42317505169294617,0.19915700034905834,0.44627009797773626
CRC_vs_Control,Female,Bifidobacterium adolescentis,rCLR_Bifidobacterium adolescentis,ThomasAM_2019_c,CRC,Control,19,16,0.40245973680964614,0.5518046763325059,1.5670223467748194,1.716846352731864,-0.08915114059877002,0.11525200206661178,0.33948785260537934
CRC_vs_Control,Female,Bifidobacterium adolescentis,rCLR_Bifidobacterium adolescentis,VogtmannE_2016,CRC,Control,15,15,-0.04695654424071615,-0.24989683288246675,1.9880633296437105,1.5289122147864596,0.11134220499771126,0.13355470988000748,0.3654513782707728
CRC_vs_Control,Female,Bifidobacterium adolescentis,rCLR_Bifidobacterium adolescentis,WirbelJ_2018,CRC,Control,24,28,0.8750150121527188,0.6506055520580061,1.8565577768297126,1.9849300763520268,0.11470323696305587,0.0775125207066504,0.27841070508629945
CRC_vs_Control,Female,Bifidobacterium adolescentis,rCLR_Bifidobacterium adolescentis,YachidaS_2019,CRC,Control,97,115,0.20272741600345542,0.4440159121057261,1.3075793846269181,1.348388944977293,-0.18078637169444886,0.019082748886786707,0.13814032317461367
CRC_vs_Control,Female,Bifidobacterium adolescentis,rCLR_Bifidobacterium adolescentis,YuJ_2015,CRC,Control,26,21,0.4703679586038364,0.08098874737170535,2.711749061814147,2.129571397507998,0.15500117871754765,0.08634753458507308,0.29384951009840576
CRC_vs_Control,Female,Bifidobacterium adolescentis,rCLR_Bifidobacterium adolescentis,ZellerG_2014,CRC,Control,24,33,-0.6969688250783791,0.4110238000428332,1.9286209729907837,2.215912665492527,-0.5202496828685738,0.07443023999265017,0.27281906090420105
CRC_vs_Control,Female,Eubacterium sp. CAG:274,rCLR_Eubacterium sp. CAG:274,FengQ_2015,CRC,Control,18,25,0.12480471052960526,0.238637704094503,2.1687440861609466,0.42268108111180847,-0.07795007894723044,0.09562965573613946,0.3092404497088624
CRC_vs_Control,Female,Eubacterium sp. CAG:274,rCLR_Eubacterium sp. CAG:274,ThomasAM_2018a,CRC,Control,6,11,0.0,-0.426288209859732,0.0,1.4138380446570122,0.35049780482250675,0.26167071461527075,0.5115375984375643
CRC_vs_Control,Female,Eubacterium sp. CAG:274,rCLR_Eubacterium sp. CAG:274,ThomasAM_2018b,CRC,Control,9,12,-0.19392324997239205,0.007117955781013059,0.969191257976596,0.9671969365148092,-0.1993720563369684,0.19549047646676107,0.44214304977774
CRC_vs_Control,Female,Eubacterium sp. CAG:274,rCLR_Eubacterium sp. CAG:274,ThomasAM_2019_c,CRC,Control,19,16,-0.15610833672892865,-0.0028112305381583005,0.5417535831011858,0.06188754189632408,-0.3723427214494246,0.11723217140519211,0.342391838987427
CRC_vs_Control,Female,Eubacterium sp. CAG:274,rCLR_Eubacterium sp. CAG:274,VogtmannE_2016,CRC,Control,15,15,-0.41115817595424037,-0.21811499824939087,1.6962924941206112,1.3669142768531297,-0.12193058009804109,0.13359881666124485,0.3655117189109603
CRC_vs_Control,Female,Eubacterium sp. CAG:274,rCLR_Eubacterium sp. CAG:274,WirbelJ_2018,CRC,Control,24,28,-0.12863940540190177,-0.2175897773791406,1.2322575474102413,1.013572706511348,0.078258601480059,0.07744219646800853,0.27828438056780785
CRC_vs_Control,Female,Eubacterium sp. CAG:274,rCLR_Eubacterium sp. CAG:274,YachidaS_2019,CRC,Control,97,115,-0.26455038073326975,-0.13227568484756574,1.026919816718633,0.6693624846946519,-0.1547600212281013,0.019061955915310704,0.13806504233625072
CRC_vs_Control,Female,Eubacterium sp. CAG:274,rCLR_Eubacterium sp. CAG:274,YuJ_2015,CRC,Control,26,21,-0.08619805571570782,-0.3992323024844485,1.595626649087212,1.1683184418055113,0.21649928551284342,0.08660138542089243,0.2942811333077478
CRC_vs_Control,Female,Eubacterium sp. CAG:274,rCLR_Eubacterium sp. CAG:274,ZellerG_2014,CRC,Control,24,33,-0.49274733777241725,-0.2126444171719877,1.5068335701412456,1.3976717666105287,-0.19127678307868415,0.0723023043128327,0.2688908780766516
CRC_vs_Control,Female,Eubacterium ventriosum,rCLR_Eubacterium ventriosum,FengQ_2015,CRC,Control,18,25,0.04625362727152465,-0.46771019804316305,1.8699799854508419,1.2771688250471092,0.32533583095843005,0.09684632876171913,0.31120142795578415
CRC_vs_Control,Female,Eubacterium ventriosum,rCLR_Eubacterium ventriosum,HanniganGD_2017,CRC,Control,7,17,-0.273061633397553,-0.5707185901063638,0.586083825734169,1.1498450584882096,0.27976964852369396,0.20345955991061374,0.4510649176234101
CRC_vs_Control,Female,Eubacterium ventriosum,rCLR_Eubacterium ventriosum,ThomasAM_2018a,CRC,Control,6,11,-0.5489518296582981,-1.222341867477105,1.3446518760300599,1.8180925970064368,0.38153362236836225,0.26242802107567503,0.5122772892444823
CRC_vs_Control,Female,Eubacterium ventriosum,rCLR_Eubacterium ventriosum,ThomasAM_2018b,CRC,Control,9,12,-1.3871419459774432,-0.46306375085250445,2.159405694684973,0.7248336030621573,-0.5891167129562261,0.2035775629045589,0.45119570355285843
CRC_vs_Control,Female,Eubacterium ventriosum,rCLR_Eubacterium ventriosum,ThomasAM_2019_c,CRC,Control,19,16,-0.4538001785853874,-0.17234596635534724,0.6827164792966195,0.953235089844142,-0.3366648715291095,0.11684890070072769,0.3418316847524929
CRC_vs_Control,Female,Eubacterium ventriosum,rCLR_Eubacterium ventriosum,VogtmannE_2016,CRC,Control,15,15,-0.6361021994516822,0.2143813828140338,2.0951807342142796,0.9720143185512726,-0.5066767976085812,0.13791764364109918,0.37137264794421676
CRC_vs_Control,Female,Eubacterium ventriosum,rCLR_Eubacterium ventriosum,WirbelJ_2018,CRC,Control,24,28,-0.24851316414216562,-0.6114769076835415,1.0231367029141358,1.3407698925158602,0.29664872098405526,0.07826095701756715,0.2797515987757124
CRC_vs_Control,Female,Eubacterium ventriosum,rCLR_Eubacterium ventriosum,YachidaS_2019,CRC,Control,97,115,-0.5070506879406647,-0.36917366309820915,1.0450614815363415,1.0006988260470076,-0.1345295649982942,0.019048021485996675,0.13801456983230675
CRC_vs_Control,Female,Eubacterium ventriosum,rCLR_Eubacterium ventriosum,YuJ_2015,CRC,Control,26,21,-0.15295377954407893,-0.2843944260112816,0.9398660746378382,1.8366102129269997,0.09161601548179775,0.08617384712828342,0.2935538232220514
CRC_vs_Control,Female,Eubacterium ventriosum,rCLR_Eubacterium ventriosum,ZellerG_2014,CRC,Control,24,33,0.12693335767912584,0.26220883369479786,1.1648927490503382,1.1644214949740779,-0.11456316142571707,0.07208901258747748,0.2684939712311572
CRC_vs_Control,Female,Flavonifractor plautii,rCLR_Flavonifractor plautii,FengQ_2015,CRC,Control,18,25,-0.7078945626576327,-0.9806096799207112,1.5396366674200068,1.8973422756729816,0.15228324773475263,0.09583836272068537,0.30957771677025686
CRC_vs_Control,Female,Flavonifractor plautii,rCLR_Flavonifractor plautii,HanniganGD_2017,CRC,Control,7,17,0.2062405062988555,-0.8012155033783724,0.7138965516086675,1.652500145750066,0.6672777903836588,0.21180020975843708,0.46021756785072543
CRC_vs_Control,Female,Flavonifractor plautii,rCLR_Flavonifractor plautii,ThomasAM_2018a,CRC,Control,6,11,-0.03877998753824911,0.6688146078057119,1.2812832752931582,2.9154417757773077,-0.26942828575296185,0.2599954776145502,0.5098975167762148
CRC_vs_Control,Female,Flavonifractor plautii,rCLR_Flavonifractor plautii,ThomasAM_2018b,CRC,Control,9,12,-0.3519039263857376,-1.2234136521151153,1.5636337227116832,1.5173139865148348,0.5443437303089343,0.20224207856882986,0.4497133293208351
CRC_vs_Control,Female,Flavonifractor plautii,rCLR_Flavonifractor plautii,ThomasAM_2019_c,CRC,Control,19,16,-0.006383712917166627,-0.6987205166680321,1.5302251173894597,1.4209100322674229,0.4566081789439858,0.11829053393340695,0.34393390925206396
CRC_vs_Control,Female,Flavonifractor plautii,rCLR_Flavonifractor plautii,VogtmannE_2016,CRC,Control,15,15,0.11112975286438286,0.07161143509802566,1.5543675822313678,1.3172643827124586,0.026688556901489364,0.13334605260243126,0.36516578783126885
CRC_vs_Control,Female,Flavonifractor plautii,rCLR_Flavonifractor plautii,WirbelJ_2018,CRC,Control,24,28,-0.548229909709898,-0.9944912659519255,1.6116331315133892,1.4203826896150118,0.290818772550486,0.0782267079656301,0.27969037875055713
CRC_vs_Control,Female,Flavonifractor plautii,rCLR_Flavonifractor plautii,YachidaS_2019,CRC,Control,97,115,0.08125736941011578,-0.11081950900498927,1.3008648270382384,1.5538603991848863,0.13256758912927794,0.019046773776065527,0.13801004954736276
CRC_vs_Control,Female,Flavonifractor plautii,rCLR_Flavonifractor plautii,YuJ_2015,CRC,Control,26,21,0.057303648600925176,-0.5875018937625696,1.8060449263800507,1.2285627133149826,0.4023512155659234,0.08787932497689026,0.29644447199583646
CRC_vs_Control,Female,Flavonifractor plautii,rCLR_Flavonifractor plautii,ZellerG_2014,CRC,Control,24,33,-0.4625329713583877,-1.100543693974375,2.4964095078333814,1.7690457153120531,0.2990786582086162,0.07278286100420485,0.26978298872279705
CRC_vs_Control,Female,Oscillibacter sp. 57_20,rCLR_Oscillibacter sp. 57_20,FengQ_2015,CRC,Control,18,25,-0.05340444670215088,-0.5019753842010664,1.7151052309001777,1.4723831964745913,0.2791109695052544,0.09650559132748437,0.31065349076983567
CRC_vs_Control,Female,Oscillibacter sp. 57_20,rCLR_Oscillibacter sp. 57_20,HanniganGD_2017,CRC,Control,7,17,-0.3308032582044071,-0.3917697484170803,0.8752231540987483,0.768924780850916,0.07364298902849226,0.20180392885602236,0.4492259218433664
CRC_vs_Control,Female,Oscillibacter sp. 57_20,rCLR_Oscillibacter sp. 57_20,ThomasAM_2018a,CRC,Control,6,11,0.1503394892974154,0.271056814068279,0.3682550369692804,0.6110415994521522,-0.2112732242638022,0.25906363675211835,0.508982943478579
CRC_vs_Control,Female,Oscillibacter sp. 57_20,rCLR_Oscillibacter sp. 57_20,ThomasAM_2018b,CRC,Control,9,12,0.05564880226786187,-0.40244825505565723,0.7140989753260735,0.9074952045449372,0.5288497249681948,0.20180449790757432,0.4492265552119268
CRC_vs_Control,Female,Oscillibacter sp. 57_20,rCLR_Oscillibacter sp. 57_20,ThomasAM_2019_c,CRC,Control,19,16,0.11981891916242526,0.28852047990543717,1.483357178272723,0.9784174694969507,-0.12890076565866923,0.11538332754414707,0.3396812145882475
CRC_vs_Control,Female,Oscillibacter sp. 57_20,rCLR_Oscillibacter sp. 57_20,VogtmannE_2016,CRC,Control,15,15,-0.6638892675041091,0.5752625858480589,2.6463568621494375,0.7673267827890249,-0.6188171590489963,0.14017145255357388,0.3743947816858214
CRC_vs_Control,Female,Oscillibacter sp. 57_20,rCLR_Oscillibacter sp. 57_20,WirbelJ_2018,CRC,Control,24,28,-0.9505894999355077,0.6107247203542638,1.7095850951829907,1.0729729484381785,-1.0967012460760275,0.0894084886123995,0.2990125225009807
CRC_vs_Control,Female,Oscillibacter sp. 57_20,rCLR_Oscillibacter sp. 57_20,YachidaS_2019,CRC,Control,97,115,0.019957226833586132,0.16340646738577777,0.9903993213750791,0.7491325499648935,-0.16471313487825742,0.019069526754908087,0.13809245727014957
CRC_vs_Control,Female,Oscillibacter sp. 57_20,rCLR_Oscillibacter sp. 57_20,YuJ_2015,CRC,Control,26,21,-0.0021135291927722798,-0.04663431475142278,1.0093458668533881,1.110201909577854,0.04147833012796737,0.08609970221247724,0.29342750759340414
CRC_vs_Control,Female,Oscillibacter sp. 57_20,rCLR_Oscillibacter sp. 57_20,ZellerG_2014,CRC,Control,24,33,-0.3147512701509435,-0.48008982809504513,1.2763577752154545,1.230332676997684,0.13048128171569975,0.072124473014044,0.26855999890907806
CRC_vs_Control,Female,Roseburia hominis,rCLR_Roseburia hominis,FengQ_2015,CRC,Control,18,25,-0.01094914230504624,-0.28039863694353134,1.4839914131374536,2.0707651106996647,0.1429529318838351,0.09580476946694805,0.30952345543907983
CRC_vs_Control,Female,Roseburia hominis,rCLR_Roseburia hominis,HanniganGD_2017,CRC,Control,7,17,0.21132457100534113,-0.1194082557628763,0.76951823108205,1.359547235026428,0.2602307503311545,0.20321976416476928,0.4507990285756717
CRC_vs_Control,Female,Roseburia hominis,rCLR_Roseburia hominis,ThomasAM_2018a,CRC,Control,6,11,-0.7540378768800681,-0.21256260555359247,1.164067715042508,0.9244544926291336,-0.5085230364090205,0.2661956135277126,0.5159414826583656
CRC_vs_Control,Female,Roseburia hominis,rCLR_Roseburia hominis,ThomasAM_2018b,CRC,Control,9,12,-0.5012706212123905,-0.48933765948038993,1.0672423051876958,1.4067520550355255,-0.008985743593524557,0.19444656927570572,0.44096096116970007
CRC_vs_Control,Female,Roseburia hominis,rCLR_Roseburia hominis,ThomasAM_2019_c,CRC,Control,19,16,-0.7379946040991106,-0.699571951437796,1.7796234004377829,1.6454628397004656,-0.021827949649685877,0.1151387980289731,0.3393210839735325
CRC_vs_Control,Female,Roseburia hominis,rCLR_Roseburia hominis,VogtmannE_2016,CRC,Control,15,15,0.3698343042230197,0.3489035723201231,1.1015731553183843,1.4648510682889735,0.01571371575134796,0.13333774263445322,0.36515440930441084
CRC_vs_Control,Female,Roseburia hominis,rCLR_Roseburia hominis,WirbelJ_2018,CRC,Control,24,28,-0.8906675477798283,-0.1684599516528118,1.8047675288113514,1.5603927839483624,-0.42410323682868595,0.07917958793583807,0.28138867769659476
CRC_vs_Control,Female,Roseburia hominis,rCLR_Roseburia hominis,YachidaS_2019,CRC,Control,97,115,-0.5158235766110604,-0.46845033759928717,1.3255597384788984,1.4990421857522436,-0.03318690079804145,0.01900755283486798,0.1378678818103331
CRC_vs_Control,Female,Roseburia hominis,rCLR_Roseburia hominis,YuJ_2015,CRC,Control,26,21,-0.09068176315314119,0.34574603193969494,2.1298257285452453,1.263275374813955,-0.23878869207916695,0.08671414207464029,0.29447265080927343
CRC_vs_Control,Female,Roseburia hominis,rCLR_Roseburia hominis,ZellerG_2014,CRC,Control,24,33,-0.6125453470691852,-0.6826769811110527,1.4608235788932233,1.5600238155351003,0.045527309601978504,0.07198854002351147,0.2683068020448074
