comparison,stratum,species,feature,study,group1,group0,n_group1,n_group0,mean_group1,mean_group0,sd_group1,sd_group0,hedges_g,variance,se
CRC_vs_Adenoma,Female,Ruthenibacterium lactatiformans,rCLR_Ruthenibacterium lactatiformans,ZellerG_2014,CRC,Adenoma,24,12,-0.21314600339243514,-1.1685408815237046,1.8687837399316896,1.7450412923556105,0.5105654065231512,0.12883348579909046,0.3589338181323828
CRC_vs_Adenoma,Female,Odoribacter splanchnicus,rCLR_Odoribacter splanchnicus,FengQ_2015,CRC,Adenoma,18,24,-0.5352725842192936,-1.0913587324783112,1.282842815168625,1.7551654541370123,0.34709939294887304,0.09872819707954067,0.3142104343899812
CRC_vs_Adenoma,Female,Odoribacter splanchnicus,rCLR_Odoribacter splanchnicus,HanniganGD_2017,CRC,Adenoma,7,11,-0.20741806011010325,0.0,0.5487766044747797,0.0,-0.5878222855698739,0.2445642037478772,0.4945343302015313
CRC_vs_Adenoma,Female,Odoribacter splanchnicus,rCLR_Odoribacter splanchnicus,ThomasAM_2018a,CRC,Adenoma,6,11,-0.49303543807692035,0.24663049801009082,3.346465197892366,1.0575311720743719,-0.3317448226498405,0.2612442451542567,0.5111205779013956
CRC_vs_Adenoma,Female,Odoribacter splanchnicus,rCLR_Odoribacter splanchnicus,YachidaS_2019,CRC,Adenoma,97,19,0.20778733189663634,0.24944964225914767,1.0258832019971464,0.6870185323188902,-0.042223738907373735,0.06294867678967037,0.25089574884734567
CRC_vs_Adenoma,Female,Odoribacter splanchnicus,rCLR_Odoribacter splanchnicus,ZellerG_2014,CRC,Adenoma,24,12,0.3025766232893035,0.8098975907545131,0.9299805153962818,1.1165116793857168,-0.49895806829689004,0.12866116402821418,0.35869369109062144
CRC_vs_Adenoma,Female,Oscillibacter sp. CAG:241,rCLR_Oscillibacter sp. CAG:241,FengQ_2015,CRC,Adenoma,18,24,-0.38860666096021473,-0.46632978956123106,2.5209360305645716,1.902960227566226,0.03486750055445723,0.09723741900465867,0.3118291503446377
CRC_vs_Adenoma,Female,Oscillibacter sp. CAG:241,rCLR_Oscillibacter sp. CAG:241,HanniganGD_2017,CRC,Adenoma,7,11,0.001080525611108057,-0.5373799954078534,0.0028588020522280102,1.6549472108006034,0.39195844431355426,0.2385672157058807,0.48843343016820695
CRC_vs_Adenoma,Female,Oscillibacter sp. CAG:241,rCLR_Oscillibacter sp. CAG:241,ThomasAM_2018a,CRC,Adenoma,6,11,-0.4173290412401243,-0.028745813319157397,1.3844240700910724,0.9569554498259296,-0.32996796623252583,0.26120505286707857,0.5110822368925363
CRC_vs_Adenoma,Female,Oscillibacter sp. CAG:241,rCLR_Oscillibacter sp. CAG:241,YachidaS_2019,CRC,Adenoma,97,19,-0.5652047584317139,-0.12159456240379395,1.4364037172771136,0.5300184096021879,-0.33013754626250097,0.06341888712004277,0.25183106861553595
CRC_vs_Adenoma,Female,Oscillibacter sp. CAG:241,rCLR_Oscillibacter sp. CAG:241,ZellerG_2014,CRC,Adenoma,24,12,-0.22764987690986507,-0.6812152462690548,1.7227966614627692,2.609329858536771,0.2161273660151949,0.12568692703442155,0.3545235211300113
CRC_vs_Adenoma,Female,Alistipes shahii,rCLR_Alistipes shahii,FengQ_2015,CRC,Adenoma,18,24,-1.739766297995381,-0.8225616871425424,1.9293636227906523,1.7830374018089679,-0.48731601407096153,0.10019068344184734,0.3165291194216534
CRC_vs_Adenoma,Female,Alistipes shahii,rCLR_Alistipes shahii,HanniganGD_2017,CRC,Adenoma,7,11,0.0,-0.36411076803589726,0.0,0.8260288579145271,0.5310176971845774,0.24257810235133412,0.4925221846286055
CRC_vs_Adenoma,Female,Alistipes shahii,rCLR_Alistipes shahii,ThomasAM_2018a,CRC,Adenoma,6,11,0.6575904763744672,0.7733984533449747,1.0115169091177203,1.0643848931353401,-0.1049792313155329,0.25794311220934424,0.5078810020165593
CRC_vs_Adenoma,Female,Alistipes shahii,rCLR_Alistipes shahii,YachidaS_2019,CRC,Adenoma,97,19,-0.605722466115839,-0.5498475965385136,1.206141424079903,0.9817488951387582,-0.04729722955623263,0.062950668823865,0.2508997186603943
CRC_vs_Adenoma,Female,Alistipes shahii,rCLR_Alistipes shahii,ZellerG_2014,CRC,Adenoma,24,12,-1.058774280795652,-0.8789949616667451,1.448077988000401,2.3547561109719215,-0.09807588806229177,0.12514145411498834,0.3537533803583908
CRC_vs_Adenoma,Female,Eggerthella lenta,rCLR_Eggerthella lenta,FengQ_2015,CRC,Adenoma,18,24,-0.3430998565562061,-0.4313231023231395,1.6164745699710255,1.957066037082746,0.04755659614436676,0.0972504925951827,0.31185011238603505
CRC_vs_Adenoma,Female,Eggerthella lenta,rCLR_Eggerthella lenta,HanniganGD_2017,CRC,Adenoma,7,11,0.6986950838217005,0.0317113165867201,1.7159660023698788,1.290763456474935,0.4336727082750222,0.23964348432568977,0.48953394604020034
CRC_vs_Adenoma,Female,Eggerthella lenta,rCLR_Eggerthella lenta,ThomasAM_2018a,CRC,Adenoma,6,11,-0.5986733014394162,-0.9605097068787142,0.595723565783621,1.1995575169106591,0.33084301279375034,0.2612243275462391,0.5111010932743532
CRC_vs_Adenoma,Female,Eggerthella lenta,rCLR_Eggerthella lenta,YachidaS_2019,CRC,Adenoma,97,19,-1.3181416293221526,-1.481465743863052,1.6198969176550169,1.7478101626923017,0.09888561655123974,0.06298374486437827,0.2509656248659929
CRC_vs_Adenoma,Female,Eggerthella lenta,rCLR_Eggerthella lenta,ZellerG_2014,CRC,Adenoma,24,12,-1.1654125931342432,-1.5288515707839794,2.188275126396081,1.5514245940658338,0.17728238145471745,0.12546219180550378,0.3542064254153272
CRC_vs_Adenoma,Female,Escherichia coli,rCLR_Escherichia coli,FengQ_2015,CRC,Adenoma,18,24,1.1042408299663709,0.6035720426017641,2.6061043248310574,2.738805695629576,0.18307261553763307,0.0976411670042196,0.31247586627485263
CRC_vs_Adenoma,Female,Escherichia coli,rCLR_Escherichia coli,HanniganGD_2017,CRC,Adenoma,7,11,0.43305188535964323,-0.5193494328615152,2.2257803650429575,0.787808057540455,0.6052795474243008,0.24521508784530147,0.49519197069954746
CRC_vs_Adenoma,Female,Escherichia coli,rCLR_Escherichia coli,ThomasAM_2018a,CRC,Adenoma,6,11,1.8376791313571152,0.6239172633182396,2.949787745723763,2.41517576758391,0.4421426210300378,0.26409209415346796,0.5138989143338094
CRC_vs_Adenoma,Female,Escherichia coli,rCLR_Escherichia coli,YachidaS_2019,CRC,Adenoma,97,19,-0.2917393694445672,0.3812667561789582,2.0199620321281175,2.161840517132397,-0.3272454685872355,0.0634105485115281,0.2518145121146279
CRC_vs_Adenoma,Female,Escherichia coli,rCLR_Escherichia coli,ZellerG_2014,CRC,Adenoma,24,12,0.13185829798191664,-1.0163315007594074,1.693895544284773,2.3690711989311217,0.5792222006888346,0.12993379937898258,0.3604633121123183
CRC_vs_Adenoma,Female,Butyricimonas virosa,rCLR_Butyricimonas virosa,FengQ_2015,CRC,Adenoma,18,24,-0.9979615128294993,-0.9750101942755346,1.5732159160250065,1.6300450500715702,-0.014020133722064721,0.09722467927409204,0.3118087222546734
CRC_vs_Adenoma,Female,Butyricimonas virosa,rCLR_Butyricimonas virosa,ThomasAM_2018a,CRC,Adenoma,6,11,0.03002631069650019,0.06364513396805208,0.6436086048592088,0.9204052605815919,-0.03806185101800322,0.2576240477258548,0.5075667913938566
CRC_vs_Adenoma,Female,Butyricimonas virosa,rCLR_Butyricimonas virosa,YachidaS_2019,CRC,Adenoma,97,19,-0.7845750660164859,-1.1101815823796943,1.3614602339208026,1.5603196378439161,0.23191306377839283,0.06317675058363424,0.25134985693975287
CRC_vs_Adenoma,Female,Butyricimonas virosa,rCLR_Butyricimonas virosa,ZellerG_2014,CRC,Adenoma,24,12,-0.8259208511483047,-1.1352667901373443,1.62368822613094,1.7122068758119149,0.18300052388185994,0.12549248811383876,0.354249189291717
CRC_vs_Adenoma,Female,Bacteroides sp. CAG:144,rCLR_Bacteroides sp. CAG:144,FengQ_2015,CRC,Adenoma,18,24,-0.020605539664752884,-0.3513456114501912,0.08742190096173086,1.2657011753417908,0.3375085976377134,0.09864612289071442,0.314079803379196
CRC_vs_Adenoma,Female,Bacteroides sp. CAG:144,rCLR_Bacteroides sp. CAG:144,ThomasAM_2018a,CRC,Adenoma,6,11,0.0,0.03843434817380243,0.0,0.12747231195438397,-0.35049780482250664,0.26167071461527075,0.5115375984375643
CRC_vs_Adenoma,Female,Bacteroides sp. CAG:144,rCLR_Bacteroides sp. CAG:144,YachidaS_2019,CRC,Adenoma,97,19,-0.021316029827574225,-0.20616505887238576,0.5824612208425017,0.706519666075613,0.30415122711121356,0.06334659400381923,0.25168749274411556
CRC_vs_Adenoma,Female,Bacteroides sp. CAG:144,rCLR_Bacteroides sp. CAG:144,ZellerG_2014,CRC,Adenoma,24,12,0.035333946504994856,0.07447361380831392,0.47043480235856694,0.40300418890391976,-0.08509588856808782,0.1251064898566352,0.3537039579318207
CRC_vs_Adenoma,Female,Intestinibacter bartlettii,rCLR_Intestinibacter bartlettii,FengQ_2015,CRC,Adenoma,18,24,-0.7823255199006771,-0.3350141563135685,1.416978506168795,1.823345866482347,-0.2639322658671229,0.09809297523429414,0.3131979808911516
CRC_vs_Adenoma,Female,Intestinibacter bartlettii,rCLR_Intestinibacter bartlettii,HanniganGD_2017,CRC,Adenoma,7,11,0.2542834063110918,0.0,0.5174503829611582,0.0,0.764265710256871,0.25201942363731,0.5020153619535064
CRC_vs_Adenoma,Female,Intestinibacter bartlettii,rCLR_Intestinibacter bartlettii,YachidaS_2019,CRC,Adenoma,97,19,-0.8319763182819693,-0.7297911953922996,1.6298315877500256,1.7809709108482255,-0.06135049537221184,0.06295736555789448,0.2509130637449842
CRC_vs_Adenoma,Female,Intestinibacter bartlettii,rCLR_Intestinibacter bartlettii,ZellerG_2014,CRC,Adenoma,24,12,-0.9139222819416921,0.0704785363779128,1.5894660623106776,0.4685055172944794,-0.721432885061749,0.13265390305365468,0.3642168352144841
CRC_vs_Adenoma,Female,Erysipelatoclostridium ramosum,rCLR_Erysipelatoclostridium ramosum,FengQ_2015,CRC,Adenoma,18,24,-0.36971370197528614,-0.08651732393682678,1.3870398974920124,1.7625548581529824,-0.1721866108347638,0.09759282508410676,0.312398503652157
CRC_vs_Adenoma,Female,Erysipelatoclostridium ramosum,rCLR_Erysipelatoclostridium ramosum,HanniganGD_2017,CRC,Adenoma,7,11,-0.5499754177079378,-0.6845738071748572,1.2205946007054573,1.3342826314571579,0.09915438393434955,0.23407347101165252,0.4838114002497797
CRC_vs_Adenoma,Female,Erysipelatoclostridium ramosum,rCLR_Erysipelatoclostridium ramosum,ThomasAM_2018a,CRC,Adenoma,6,11,-0.673880438123843,-0.22598131717950826,1.230664427158053,0.7494952387147237,-0.4533542752481604,0.2644267608719504,0.5142244265609621
CRC_vs_Adenoma,Female,Erysipelatoclostridium ramosum,rCLR_Erysipelatoclostridium ramosum,YachidaS_2019,CRC,Adenoma,97,19,-0.7859974359057642,-0.7020730006958331,1.3695327645289532,1.631547787917123,-0.05895554691863392,0.06295610184399124,0.2509105455017609
CRC_vs_Adenoma,Female,Erysipelatoclostridium ramosum,rCLR_Erysipelatoclostridium ramosum,ZellerG_2014,CRC,Adenoma,24,12,-0.535520979306378,-0.3835970035479666,1.607031901396143,1.1945423238126012,-0.09995410372433822,0.1251469238654608,0.35376111129611293
CRC_vs_Adenoma,Female,Slackia isoflavoniconvertens,rCLR_Slackia isoflavoniconvertens,FengQ_2015,CRC,Adenoma,18,24,-1.5099301013140682,-0.4965514827561594,2.174582075788877,2.649857678818016,-0.4043154733954791,0.09926560974755985,0.3150644533227445
CRC_vs_Adenoma,Female,Slackia isoflavoniconvertens,rCLR_Slackia isoflavoniconvertens,HanniganGD_2017,CRC,Adenoma,7,11,-0.237060588380199,0.13458414468166746,0.6272033625086548,0.41149416469233324,-0.7032008117532641,0.24921908944281032,0.49921847866721675
CRC_vs_Adenoma,Female,Slackia isoflavoniconvertens,rCLR_Slackia isoflavoniconvertens,ThomasAM_2018a,CRC,Adenoma,6,11,-0.18820355392216992,0.05608739671868689,0.461002674887696,0.7258696078365876,-0.3568915459193398,0.2618214767607141,0.5116849389621646
CRC_vs_Adenoma,Female,Slackia isoflavoniconvertens,rCLR_Slackia isoflavoniconvertens,YachidaS_2019,CRC,Adenoma,97,19,-0.16903120282403578,-0.33937308099533964,0.6199769480442072,0.750614597277933,0.26342769802207877,0.0632452176140471,0.2514860187247933
CRC_vs_Adenoma,Female,Slackia isoflavoniconvertens,rCLR_Slackia isoflavoniconvertens,ZellerG_2014,CRC,Adenoma,24,12,-0.9711927606209504,-1.004789577363358,1.6999589251935259,2.3580450259398402,0.01695507786485036,0.12500422756860888,0.3535593692275866
CRC_vs_Adenoma,Female,Clostridium sp. CAG:58,rCLR_Clostridium sp. CAG:58,FengQ_2015,CRC,Adenoma,18,24,-0.22327792937938362,-0.19343872923498326,1.385297230815558,0.4728621442966279,-0.03012941880440552,0.09723356949569087,0.3118229778186509
CRC_vs_Adenoma,Female,Clostridium sp. CAG:58,rCLR_Clostridium sp. CAG:58,HanniganGD_2017,CRC,Adenoma,7,11,-0.03869450813066723,-0.21470503179927025,0.1023760456177123,0.712096031079504,0.29593367878911625,0.23650300696128562,0.48631574821435264
CRC_vs_Adenoma,Female,Clostridium sp. CAG:58,rCLR_Clostridium sp. CAG:58,ThomasAM_2018a,CRC,Adenoma,6,11,-0.0590483845051873,0.0016631014391254937,0.9461367221970276,0.3278502567966664,-0.09472778917229213,0.25787486937713994,0.5078138136927155
CRC_vs_Adenoma,Female,Clostridium sp. CAG:58,rCLR_Clostridium sp. CAG:58,YachidaS_2019,CRC,Adenoma,97,19,0.03675421421770092,-0.04475578131879442,0.7978371903883773,0.3864467881357852,0.10824112797734192,0.06299224388466375,0.25098255693307403
CRC_vs_Adenoma,Female,Clostridium sp. CAG:58,rCLR_Clostridium sp. CAG:58,ZellerG_2014,CRC,Adenoma,24,12,-0.11551792883025454,-0.6414984730462236,1.068548933352031,0.7665041652732213,0.5242219089861855,0.12904130308619294,0.3592231939702571
CRC_vs_Adenoma,Female,Akkermansia muciniphila,rCLR_Akkermansia muciniphila,FengQ_2015,CRC,Adenoma,18,24,0.3248309043913803,-0.09629874044212972,2.713578439146088,2.3437958120519906,0.1647709623137427,0.09756159059749468,0.3123485082363844
CRC_vs_Adenoma,Female,Akkermansia muciniphila,rCLR_Akkermansia muciniphila,HanniganGD_2017,CRC,Adenoma,7,11,1.3216114850319833,1.1660437876878451,2.516846328592582,1.9672905220946597,0.06766526501136416,0.23390931464401682,0.4836417213640866
CRC_vs_Adenoma,Female,Akkermansia muciniphila,rCLR_Akkermansia muciniphila,ThomasAM_2018a,CRC,Adenoma,6,11,0.665431651767132,0.0755947230410498,1.6299680055268575,0.2823878347221985,0.5778173428980069,0.26870485363421465,0.5183674889826856
CRC_vs_Adenoma,Female,Akkermansia muciniphila,rCLR_Akkermansia muciniphila,YachidaS_2019,CRC,Adenoma,97,19,-0.04923859034033674,0.14442562292236127,1.3117337666525215,1.1338956932123514,-0.14968385138108978,0.0630391259617623,0.2510759366441999
CRC_vs_Adenoma,Female,Akkermansia muciniphila,rCLR_Akkermansia muciniphila,ZellerG_2014,CRC,Adenoma,24,12,0.5902852657087787,0.645540927454645,2.4936051663648375,2.203896323139831,-0.0224769152307755,0.12500742958409253,0.3535638974557393
CRC_vs_Adenoma,Female,Bacteroides intestinalis,rCLR_Bacteroides intestinalis,FengQ_2015,CRC,Adenoma,18,24,-0.4568668676843648,-0.10963416536973057,0.9907638231035565,1.0269215432128405,-0.3367371348960925,0.09863962094744759,0.31406945242644596
CRC_vs_Adenoma,Female,Bacteroides intestinalis,rCLR_Bacteroides intestinalis,HanniganGD_2017,CRC,Adenoma,7,11,0.0,0.15705759818540904,0.0,0.7673751509107997,-0.2465595973554086,0.23566597236148568,0.4854543978186681
CRC_vs_Adenoma,Female,Bacteroides intestinalis,rCLR_Bacteroides intestinalis,ThomasAM_2018a,CRC,Adenoma,6,11,0.0,-0.4846109641065936,0.0,1.3469104336711766,0.418250205855258,0.2634068653990231,0.5132317852579116
CRC_vs_Adenoma,Female,Bacteroides intestinalis,rCLR_Bacteroides intestinalis,YachidaS_2019,CRC,Adenoma,97,19,-0.15647489663831401,0.17705519511268497,0.8670091397598416,0.6722967019625206,-0.39478300942426925,0.0636244258265246,0.252238826960729
CRC_vs_Adenoma,Female,Bacteroides intestinalis,rCLR_Bacteroides intestinalis,ZellerG_2014,CRC,Adenoma,24,12,-0.17890199997856304,-0.3511358416282668,1.208293330985542,0.9448290735220667,0.14905885140392422,0.12532674325267437,0.3540151737604963
CRC_vs_Adenoma,Female,Bifidobacterium pseudocatenulatum,rCLR_Bifidobacterium pseudocatenulatum,FengQ_2015,CRC,Adenoma,18,24,-0.5568145422156804,-0.07669176825019962,2.0062847231252943,1.1850207738816472,-0.296850817600338,0.09832372732109709,0.3135661450493294
CRC_vs_Adenoma,Female,Bifidobacterium pseudocatenulatum,rCLR_Bifidobacterium pseudocatenulatum,HanniganGD_2017,CRC,Adenoma,7,11,0.5430756403034952,0.2004497924493257,1.4368430873402145,0.6648167508590282,0.318380697689784,0.23693392966190358,0.4867585948515995
CRC_vs_Adenoma,Female,Bifidobacterium pseudocatenulatum,rCLR_Bifidobacterium pseudocatenulatum,ThomasAM_2018a,CRC,Adenoma,6,11,-0.799711091159207,-0.127108299267098,1.2709428913059955,1.2144050762712595,-0.51753747766535,0.26650392560203134,0.5162401820877869
CRC_vs_Adenoma,Female,Bifidobacterium pseudocatenulatum,rCLR_Bifidobacterium pseudocatenulatum,YachidaS_2019,CRC,Adenoma,97,19,0.20105943572390103,0.4571008434956049,1.2643327818462757,1.0840970436533104,-0.20551790401575065,0.06312610996837086,0.25124909943793006
CRC_vs_Adenoma,Female,Bifidobacterium pseudocatenulatum,rCLR_Bifidobacterium pseudocatenulatum,ZellerG_2014,CRC,Adenoma,24,12,-0.21099145627677704,0.0,1.4022900635264968,0.0,-0.17887214550091846,0.1254705183005309,0.35421817895264907
CRC_vs_Adenoma,Female,Eubacterium sp. CAG:38,rCLR_Eubacterium sp. CAG:38,FengQ_2015,CRC,Adenoma,18,24,-0.6815055951821544,-0.9034536062979225,1.3679714274492816,1.5145930265107999,0.14975747361124064,0.09750256348350249,0.31225400475174453
CRC_vs_Adenoma,Female,Eubacterium sp. CAG:38,rCLR_Eubacterium sp. CAG:38,HanniganGD_2017,CRC,Adenoma,7,11,0.0,-0.5103675138583311,0.0,1.34187999288681,0.4581841243642954,0.24032663038559238,0.4902312009507273
CRC_vs_Adenoma,Female,Eubacterium sp. CAG:38,rCLR_Eubacterium sp. CAG:38,ThomasAM_2018a,CRC,Adenoma,6,11,-1.1072043185466944,-1.17442413788486,2.2353550582175354,1.289098361174999,0.0383109470761501,0.25762468186461995,0.5075674160785146
CRC_vs_Adenoma,Female,Eubacterium sp. CAG:38,rCLR_Eubacterium sp. CAG:38,YachidaS_2019,CRC,Adenoma,97,19,-0.16598460093365852,0.009073150730305679,1.4570197020032845,1.413608063798037,-0.11991265616109263,0.06300392328519797,0.2510058232097374
CRC_vs_Adenoma,Female,Eubacterium sp. CAG:38,rCLR_Eubacterium sp. CAG:38,ZellerG_2014,CRC,Adenoma,24,12,-0.18906952236003124,0.37439290671544917,1.9653586624124035,1.7497400386286157,-0.2902314530147964,0.12623873965175117,0.3553009142287016
CRC_vs_Adenoma,Female,Bacteroides fragilis,rCLR_Bacteroides fragilis,FengQ_2015,CRC,Adenoma,18,24,-0.32567444324597283,-0.4736928077264684,2.124548375445535,2.062777462269776,0.06951075177322412,0.0972826190298732,0.31190161754930545
CRC_vs_Adenoma,Female,Bacteroides fragilis,rCLR_Bacteroides fragilis,HanniganGD_2017,CRC,Adenoma,7,11,-0.1535402290304702,-0.11720379337832072,0.4062292622585241,0.3887210066422305,-0.08752681142285368,0.23400563822616663,0.48374129266185933
CRC_vs_Adenoma,Female,Bacteroides fragilis,rCLR_Bacteroides fragilis,ThomasAM_2018a,CRC,Adenoma,6,11,2.5508684844857097,0.5005767114462345,2.130367067688513,1.8602194535976195,0.9957110578101429,0.2906237745972707,0.5390953297861805
CRC_vs_Adenoma,Female,Bacteroides fragilis,rCLR_Bacteroides fragilis,YachidaS_2019,CRC,Adenoma,97,19,0.11741752676003901,-0.22311572609649175,1.4270454703533366,1.8904345222949996,0.22407660099222196,0.0631610780132884,0.251318678202175
CRC_vs_Adenoma,Female,Bacteroides fragilis,rCLR_Bacteroides fragilis,ZellerG_2014,CRC,Adenoma,24,12,1.1368808411000402,-0.302309300131508,1.9934117341688256,1.82559271428607,0.7251011376944867,0.13273193617479176,0.36432394400422236
CRC_vs_Adenoma,Female,Bifidobacterium bifidum,rCLR_Bifidobacterium bifidum,FengQ_2015,CRC,Adenoma,18,24,0.03759067369628515,0.2541932817100802,0.8469568051291377,1.519417252614328,-0.1663363893265772,0.09756806965239975,0.31235887957988284
CRC_vs_Adenoma,Female,Bifidobacterium bifidum,rCLR_Bifidobacterium bifidum,ThomasAM_2018a,CRC,Adenoma,6,11,-0.09065798401823459,0.5334286218427625,0.2220658019540669,1.2436135722655208,-0.5787705733203028,0.26874160346047465,0.5184029354281037
CRC_vs_Adenoma,Female,Bifidobacterium bifidum,rCLR_Bifidobacterium bifidum,YachidaS_2019,CRC,Adenoma,97,19,0.05861060748009324,0.14423136625672378,0.39242212420262185,0.6958956105118563,-0.18733583805584786,0.06309478149183163,0.2511867462503379
CRC_vs_Adenoma,Female,Bifidobacterium bifidum,rCLR_Bifidobacterium bifidum,ZellerG_2014,CRC,Adenoma,24,12,0.11624553449829568,-0.16838315653288052,1.8533752193632547,1.1796260893060357,0.16709964905411107,0.12541062195167657,0.3541336216058517
CRC_vs_Adenoma,Female,Blautia sp. CAG:257,rCLR_Blautia sp. CAG:257,FengQ_2015,CRC,Adenoma,18,24,-0.9661310375746015,-0.24040684708429053,1.994968025380592,1.103981786034688,-0.46035786459883016,0.09987133926594716,0.31602427005840417
CRC_vs_Adenoma,Female,Blautia sp. CAG:257,rCLR_Blautia sp. CAG:257,HanniganGD_2017,CRC,Adenoma,7,11,0.7511869824279317,-0.6320430360579775,1.9571720349927892,1.2444309343417197,0.8495880984807996,0.2563224817999907,0.506283005640117
CRC_vs_Adenoma,Female,Blautia sp. CAG:257,rCLR_Blautia sp. CAG:257,ThomasAM_2018a,CRC,Adenoma,6,11,0.0,-0.42747562099181285,0.0,0.9513343370265599,0.5223478656856916,0.26667066733530415,0.5164016531105455
CRC_vs_Adenoma,Female,Blautia sp. CAG:257,rCLR_Blautia sp. CAG:257,YachidaS_2019,CRC,Adenoma,97,19,-0.6243581573774535,0.037055306701799996,1.3230938012747715,1.626957690608939,-0.477668011598015,0.06394158856676109,0.2528667407287109
CRC_vs_Adenoma,Female,Blautia sp. CAG:257,rCLR_Blautia sp. CAG:257,ZellerG_2014,CRC,Adenoma,24,12,0.09307635561114151,-0.13242994794959392,0.7038617185230179,1.5445700163581484,0.209569837070816,0.12564587524426307,0.35446561926971576
CRC_vs_Adenoma,Female,Parasutterella excrementihominis,rCLR_Parasutterella excrementihominis,FengQ_2015,CRC,Adenoma,18,24,-1.3045703117807643,-0.4119315156290675,1.708830394430705,1.2112085792371494,-0.6065877314014477,0.10182158067080666,0.3190949399016015
CRC_vs_Adenoma,Female,Parasutterella excrementihominis,rCLR_Parasutterella excrementihominis,HanniganGD_2017,CRC,Adenoma,7,11,-0.10964745496938745,0.0,0.29009989774015255,0.0,-0.5878222855698738,0.2445642037478772,0.4945343302015313
CRC_vs_Adenoma,Female,Parasutterella excrementihominis,rCLR_Parasutterella excrementihominis,ThomasAM_2018a,CRC,Adenoma,6,11,-0.6861891709053491,-0.617866833772185,1.680813335741546,1.5763474876101888,-0.04023043641073932,0.2576297071762175,0.5075723664426753
CRC_vs_Adenoma,Female,Parasutterella excrementihominis,rCLR_Parasutterella excrementihominis,YachidaS_2019,CRC,Adenoma,97,19,-0.22053793213012626,-0.36139991662166154,1.1894173510933743,1.0792726243668307,0.1193242503240362,0.06300330587996894,0.2510045933443628
CRC_vs_Adenoma,Female,Parasutterella excrementihominis,rCLR_Parasutterella excrementihominis,ZellerG_2014,CRC,Adenoma,24,12,-0.541579356636394,-0.7794401614574249,1.3660161281393874,1.1904334051833123,0.17729669153625072,0.12546226642396618,0.35420653074719866
CRC_vs_Adenoma,Female,Proteobacteria bacterium CAG:139,rCLR_Proteobacteria bacterium CAG:139,FengQ_2015,CRC,Adenoma,18,24,-0.6874349981606906,-0.0636873377546044,1.265203879993207,0.5753849379414353,-0.6558543485996277,0.10259903380443525,0.32031083934896
CRC_vs_Adenoma,Female,Proteobacteria bacterium CAG:139,rCLR_Proteobacteria bacterium CAG:139,ThomasAM_2018a,CRC,Adenoma,6,11,-0.13211920258317952,-0.3675583510805206,0.32362463155219096,1.1562228628603557,0.23220692104248872,0.259373092715092,0.5092868471844644
CRC_vs_Adenoma,Female,Proteobacteria bacterium CAG:139,rCLR_Proteobacteria bacterium CAG:139,YachidaS_2019,CRC,Adenoma,97,19,-0.37221903024849784,-1.2452260262330892,1.284251288618138,2.1305816108158733,0.5976594744424188,0.06450751013731718,0.2539832871220411
CRC_vs_Adenoma,Female,Proteobacteria bacterium CAG:139,rCLR_Proteobacteria bacterium CAG:139,ZellerG_2014,CRC,Adenoma,24,12,-1.4226834023095603,-0.09409800580377266,1.8434529003481412,0.9384895265175178,-0.808162908699205,0.13460481304407587,0.36688528594654196
CRC_vs_Adenoma,Female,Lawsonibacter asaccharolyticus,rCLR_Lawsonibacter asaccharolyticus,FengQ_2015,CRC,Adenoma,18,24,-1.1664624567970014,-1.2673392904228804,1.3863583978534415,1.31767507480164,0.07346098372686301,0.0972896786738487,0.3119129344446118
CRC_vs_Adenoma,Female,Lawsonibacter asaccharolyticus,rCLR_Lawsonibacter asaccharolyticus,HanniganGD_2017,CRC,Adenoma,7,11,-0.2880094309249017,-0.16957047671683514,0.7620013294685254,0.5624016467914386,-0.17500799774644138,0.23472335249358434,0.4844825615990573
CRC_vs_Adenoma,Female,Lawsonibacter asaccharolyticus,rCLR_Lawsonibacter asaccharolyticus,ThomasAM_2018a,CRC,Adenoma,6,11,-0.9570788845804117,-0.12643448655956996,1.4155657972183715,0.5280299469290548,-0.853234058041171,0.28184270283580437,0.5308885973872526
CRC_vs_Adenoma,Female,Lawsonibacter asaccharolyticus,rCLR_Lawsonibacter asaccharolyticus,YachidaS_2019,CRC,Adenoma,97,19,-1.4177181703207222,-1.2609273592265773,1.51181471661802,1.2401764567701388,-0.10579449463587992,0.06298994710093328,0.2509779813069929
CRC_vs_Adenoma,Female,Lawsonibacter asaccharolyticus,rCLR_Lawsonibacter asaccharolyticus,ZellerG_2014,CRC,Adenoma,24,12,-0.942786855737947,-1.541649247197623,1.44672374295134,1.2021961714969043,0.42666823987062624,0.12767714392521026,0.35731938643909356
CRC_vs_Adenoma,Female,Coprobacter fastidiosus,rCLR_Coprobacter fastidiosus,FengQ_2015,CRC,Adenoma,18,24,-0.9744832184607907,-0.702367595883973,1.41389139066765,1.4471469958774938,-0.1862954006279816,0.09765604692591148,0.31249967508128945
CRC_vs_Adenoma,Female,Coprobacter fastidiosus,rCLR_Coprobacter fastidiosus,ThomasAM_2018a,CRC,Adenoma,6,11,-1.1876074235607288,-0.474880300028146,2.287928923772259,1.0583611983902101,-0.4285662276459568,0.2636980579583804,0.5135153921338487
